RANGO;NUMEROS PRIMOS;DURACION
6218000000-6219000000;44358;2.67703
6219000000-6220000000;44459;2.91838
6220000000-6221000000;44268;3.12574
6221000000-6222000000;44274;2.55715
6222000000-6223000000;44383;2.56399
6223000000-6224000000;44213;2.57311
6224000000-6225000000;44510;2.53114
6225000000-6226000000;44284;2.51336
6226000000-6227000000;44436;2.53018
6227000000-6228000000;44485;2.54912
6228000000-6229000000;44209;2.54426
6229000000-6230000000;43979;2.53604
6230000000-6231000000;44603;2.55915
6231000000-6232000000;44271;2.56996
6232000000-6233000000;44363;2.5572
6233000000-6234000000;44318;2.53869
6234000000-6235000000;44336;2.55255
6235000000-6236000000;44435;2.56639
6236000000-6237000000;44469;2.5817
6237000000-6238000000;44354;2.54753
6238000000-6239000000;44356;2.57714
6239000000-6240000000;44273;2.59857
6240000000-6241000000;44398;2.60226
6241000000-6242000000;44237;2.49257
6242000000-6243000000;44263;2.50018
6243000000-6244000000;44269;2.50817
6244000000-6245000000;44287;2.96939
6245000000-6246000000;44259;2.65018
6246000000-6247000000;44232;2.52664
6247000000-6248000000;44261;2.53053
6248000000-6249000000;44372;2.54567
6249000000-6250000000;44074;2.53832
6250000000-6251000000;44146;2.51831
6251000000-6252000000;44231;2.53392
6252000000-6253000000;44491;2.54826
6253000000-6254000000;44630;2.55934
6254000000-6255000000;44414;2.53491
6255000000-6256000000;44355;2.56607
6256000000-6257000000;44352;2.56389
6257000000-6258000000;44324;2.58446
6258000000-6259000000;44297;2.50226
6259000000-6260000000;44343;2.54348
6260000000-6261000000;44167;2.52192
6261000000-6262000000;44607;2.56775
6262000000-6263000000;44276;2.53938
6263000000-6264000000;44300;2.55405
6264000000-6265000000;44209;2.55453
6265000000-6266000000;44288;2.58188
6266000000-6267000000;43928;2.53875
6267000000-6268000000;44281;2.63068
6268000000-6269000000;44432;2.72895
6269000000-6270000000;44392;3.05971
6270000000-6271000000;44352;2.56962
6271000000-6272000000;44359;2.58179
6272000000-6273000000;44368;2.58882
6273000000-6274000000;44465;2.57717
6274000000-6275000000;44527;2.57789
6275000000-6276000000;44313;2.50645
6276000000-6277000000;44317;2.53618
6277000000-6278000000;44306;2.53842
6278000000-6279000000;44389;2.54954
6279000000-6280000000;44522;2.53475
6280000000-6281000000;44424;2.55781
6281000000-6282000000;44365;2.5451
6282000000-6283000000;44490;2.58613
6283000000-6284000000;44330;2.53929
6284000000-6285000000;44267;2.55303
6285000000-6286000000;44426;2.55695
6286000000-6287000000;44500;2.57522
6287000000-6288000000;44221;2.5625
6288000000-6289000000;44478;2.55855
6289000000-6290000000;44099;2.58087
6290000000-6291000000;44169;2.59347
6291000000-6292000000;44620;2.55714
6292000000-6293000000;44211;2.53164
6293000000-6294000000;44205;2.89061
6294000000-6295000000;44393;2.85392
6295000000-6296000000;44449;2.56921
6296000000-6297000000;44267;2.57638
6297000000-6298000000;44444;2.57061
6298000000-6299000000;44491;2.6188
6299000000-6300000000;44249;2.60042
6300000000-6301000000;44356;2.55664
6301000000-6302000000;44162;2.59035
6302000000-6303000000;44205;2.57921
6303000000-6304000000;44464;2.60582
6304000000-6305000000;44134;2.56955
6305000000-6306000000;44398;2.59719
6306000000-6307000000;44302;2.59902
6307000000-6308000000;44386;2.63331
6308000000-6309000000;44285;2.50532
6309000000-6310000000;44295;2.49251
6310000000-6311000000;44302;2.49999
6311000000-6312000000;44348;2.52519
6312000000-6313000000;44453;2.52162
6313000000-6314000000;44026;2.52086
6314000000-6315000000;44321;2.71615
6315000000-6316000000;44162;2.54311
6316000000-6317000000;44311;2.52686
6317000000-6318000000;44338;2.54722
6318000000-6319000000;44409;3.05643
6319000000-6320000000;44442;2.56344
6320000000-6321000000;44241;2.55171
6321000000-6322000000;44478;2.53551
6322000000-6323000000;44256;2.55275
6323000000-6324000000;44197;2.55971
6324000000-6325000000;44229;2.57728
6325000000-6326000000;44399;2.5039
6326000000-6327000000;44088;2.53071
6327000000-6328000000;44228;2.5179
6328000000-6329000000;44494;2.54429
6329000000-6330000000;44204;2.53348
6330000000-6331000000;44172;2.54974
6331000000-6332000000;44392;2.55545
6332000000-6333000000;44353;2.56945
6333000000-6334000000;44185;2.55454
6334000000-6335000000;44519;2.55006
6335000000-6336000000;44264;2.57536
6336000000-6337000000;44305;2.61904
6337000000-6338000000;44552;2.57024
6338000000-6339000000;43876;2.74437
6339000000-6340000000;44257;2.57453
6340000000-6341000000;44197;2.78627
6341000000-6342000000;44348;3.15666
6342000000-6343000000;44137;3.31327
6343000000-6344000000;44393;2.7064
6344000000-6345000000;44219;2.6484
6345000000-6346000000;44496;2.72704
6346000000-6347000000;44353;2.7169
6347000000-6348000000;44032;3.54389
6348000000-6349000000;44490;2.83415
6349000000-6350000000;44297;2.6928
6350000000-6351000000;44384;2.92347
6351000000-6352000000;44311;3.3931
6352000000-6353000000;44091;4.63336
6353000000-6354000000;44163;2.91908
6354000000-6355000000;44320;3.15237
6355000000-6356000000;44282;3.59536
6356000000-6357000000;44243;3.63762
6357000000-6358000000;44054;2.99147
6358000000-6359000000;44290;3.03105
6359000000-6360000000;44311;2.66227
6360000000-6361000000;44392;2.96027
6361000000-6362000000;44373;2.9024
6362000000-6363000000;44392;2.71703
6363000000-6364000000;44362;3.33599
6364000000-6365000000;44269;2.9881
6365000000-6366000000;44115;2.87777
6366000000-6367000000;44298;3.06013
6367000000-6368000000;44270;2.58631
6368000000-6369000000;44466;2.85085
6369000000-6370000000;44429;2.65263
6370000000-6371000000;44466;2.88893
6371000000-6372000000;44217;2.94602
6372000000-6373000000;44073;3.0292
6373000000-6374000000;44384;2.99238
6374000000-6375000000;44276;2.84291
6375000000-6376000000;44442;2.94127
6376000000-6377000000;44188;2.76914
6377000000-6378000000;44279;2.89341
6378000000-6379000000;44351;2.98131
6379000000-6380000000;44308;2.69356
6380000000-6381000000;44568;2.93505
6381000000-6382000000;44294;3.02007
6382000000-6383000000;44200;2.70562
6383000000-6384000000;44211;2.99264
6384000000-6385000000;44218;2.8344
6385000000-6386000000;44362;3.38349
6386000000-6387000000;44110;2.8845
6387000000-6388000000;44296;2.84789
6388000000-6389000000;44257;3.05478
6389000000-6390000000;44251;3.11506
6390000000-6391000000;44360;3.14712
6391000000-6392000000;44253;2.93027
6392000000-6393000000;44209;2.58951
6393000000-6394000000;44300;2.71862
6394000000-6395000000;44293;2.52187
6395000000-6396000000;44343;2.55407
6396000000-6397000000;44204;2.54231
6397000000-6398000000;44038;2.75637
6398000000-6399000000;44256;2.8258
6399000000-6400000000;44205;2.7302
6400000000-6401000000;44269;2.8795
6401000000-6402000000;44143;2.92765
6402000000-6403000000;44436;2.84476
6403000000-6404000000;44350;2.77811
6404000000-6405000000;44406;2.98196
6405000000-6406000000;44150;2.94872
6406000000-6407000000;44301;2.7894
6407000000-6408000000;44370;3.01294
6408000000-6409000000;44279;2.8666
6409000000-6410000000;44253;2.50052
6410000000-6411000000;44375;2.78143
6411000000-6412000000;44363;2.88738
6412000000-6413000000;44267;2.7591
6413000000-6414000000;44365;2.85515
6414000000-6415000000;44058;3.13521
6415000000-6416000000;44190;2.74554
6416000000-6417000000;44105;2.84595
6417000000-6418000000;44179;2.98256
6418000000-6419000000;44080;2.80694
6419000000-6420000000;44335;3.69304
6420000000-6421000000;44320;3.80678
6421000000-6422000000;44234;3.27123
6422000000-6423000000;44231;3.13852
6423000000-6424000000;44336;2.99495
6424000000-6425000000;44314;2.80323
6425000000-6426000000;44265;2.78991
6426000000-6427000000;44237;2.66525
6427000000-6428000000;44184;2.69891
6428000000-6429000000;44534;2.88203
6429000000-6430000000;44330;3.14047
6430000000-6431000000;44165;2.65248
6431000000-6432000000;44027;2.89885
6432000000-6433000000;44447;3.00376
6433000000-6434000000;44061;2.90357
6434000000-6435000000;44247;2.90483
6435000000-6436000000;44294;2.70752
6436000000-6437000000;44371;2.82441
6437000000-6438000000;44152;4.16986
6438000000-6439000000;44278;3.57694
6439000000-6440000000;44084;3.21475
6440000000-6441000000;44273;3.39099
6441000000-6442000000;44343;4.39088
6442000000-6443000000;44243;3.13093
6443000000-6444000000;44278;2.69945
6444000000-6445000000;44335;2.94491
6445000000-6446000000;44306;3.1988
6446000000-6447000000;44455;3.66116
6447000000-6448000000;44217;2.89458
6448000000-6449000000;44212;3.14997
6449000000-6450000000;44352;3.63988
6450000000-6451000000;44391;3.18325
6451000000-6452000000;44070;2.58517
6452000000-6453000000;44254;3.1084
6453000000-6454000000;44206;3.24899
6454000000-6455000000;43990;4.10214
6455000000-6456000000;44103;4.19759
6456000000-6457000000;44361;3.88579
6457000000-6458000000;44216;3.46318
6458000000-6459000000;44283;3.78478
6459000000-6460000000;44363;3.13938
6460000000-6461000000;44264;3.23193
6461000000-6462000000;44435;3.05776
6462000000-6463000000;44208;2.86756
6463000000-6464000000;44459;2.66506
6464000000-6465000000;44207;3.30724
6465000000-6466000000;44073;3.28495
6466000000-6467000000;44205;3.70733
6467000000-6468000000;44287;3.35772
6468000000-6469000000;44192;3.52914
6469000000-6470000000;44111;3.22425
6470000000-6471000000;44095;3.37622
6471000000-6472000000;44334;4.09315
6472000000-6473000000;44218;3.77935
6473000000-6474000000;44511;3.42549
6474000000-6475000000;44252;3.1498
6475000000-6476000000;44317;3.50969
6476000000-6477000000;44485;3.60131
6477000000-6478000000;44272;3.26579
6478000000-6479000000;44204;3.28021
6479000000-6480000000;44139;3.17551
6480000000-6481000000;44407;3.02354
6481000000-6482000000;44556;2.84946
6482000000-6483000000;44224;2.99335
6483000000-6484000000;44122;2.78617
6484000000-6485000000;44291;2.94015
6485000000-6486000000;44159;3.30932
6486000000-6487000000;44081;3.58941
6487000000-6488000000;44339;3.70466
6488000000-6489000000;44258;4.31884
6489000000-6490000000;44053;3.49739
6490000000-6491000000;44305;4.05779
6491000000-6492000000;44342;3.32088
6492000000-6493000000;44149;3.7633
6493000000-6494000000;44209;3.5218
6494000000-6495000000;44411;3.47445
6495000000-6496000000;44452;3.57059
6496000000-6497000000;44307;3.87113
6497000000-6498000000;44273;3.58619
6498000000-6499000000;44148;4.17087
6499000000-6500000000;44280;3.7623
6500000000-6501000000;44212;2.92934
6501000000-6502000000;44382;3.03559
6502000000-6503000000;44245;3.75095
6503000000-6504000000;44303;3.26482
6504000000-6505000000;44114;2.92408
6505000000-6506000000;44382;2.8556
6506000000-6507000000;44335;3.42281
6507000000-6508000000;44167;2.92003
6508000000-6509000000;44421;2.93783
6509000000-6510000000;44207;2.5377
6510000000-6511000000;44485;2.50613
6511000000-6512000000;44138;2.53637
6512000000-6513000000;44386;2.52817
6513000000-6514000000;44422;2.64594
6514000000-6515000000;44327;2.51044
6515000000-6516000000;44137;2.51806
6516000000-6517000000;44311;2.76287
6517000000-6518000000;44408;2.88972
6518000000-6519000000;44256;2.53068
6519000000-6520000000;44400;2.85387
6520000000-6521000000;44306;2.63334
6521000000-6522000000;44027;2.64073
6522000000-6523000000;44399;2.73101
6523000000-6524000000;44184;2.65643
6524000000-6525000000;44301;2.54437
6525000000-6526000000;44289;2.66405
6526000000-6527000000;44267;2.87327
6527000000-6528000000;44310;2.63255
6528000000-6529000000;44265;2.9952
6529000000-6530000000;44275;3.13137
6530000000-6531000000;44402;3.29465
6531000000-6532000000;44200;2.91675
6532000000-6533000000;44231;3.10538
6533000000-6534000000;44188;3.30868
6534000000-6535000000;44259;2.91277
6535000000-6536000000;44275;3.14894
6536000000-6537000000;44433;2.72206
6537000000-6538000000;44398;2.79429
6538000000-6539000000;44373;2.90841
6539000000-6540000000;44075;3.29518
6540000000-6541000000;44106;3.11938
6541000000-6542000000;43996;2.69617
6542000000-6543000000;44248;3.11045
6543000000-6544000000;44275;3.2549
6544000000-6545000000;44513;3.18972
6545000000-6546000000;44010;3.15187
6546000000-6547000000;44202;3.21008
6547000000-6548000000;44160;3.07063
6548000000-6549000000;44294;3.0698
6549000000-6550000000;44247;2.96363
6550000000-6551000000;44151;4.20413
6551000000-6552000000;44221;4.27843
6552000000-6553000000;44324;3.15574
6553000000-6554000000;44224;3.04263
6554000000-6555000000;44218;3.38363
6555000000-6556000000;44057;3.11714
6556000000-6557000000;44230;3.24847
6557000000-6558000000;44092;3.11891
6558000000-6559000000;44152;3.34795
6559000000-6560000000;44376;3.37468
6560000000-6561000000;44403;3.43336
6561000000-6562000000;44359;3.09836
6562000000-6563000000;44146;2.98501
6563000000-6564000000;44032;3.00262
6564000000-6565000000;44434;3.31992
6565000000-6566000000;44215;3.38182
6566000000-6567000000;44038;3.11729
6567000000-6568000000;44261;3.21728
6568000000-6569000000;44365;3.03311
6569000000-6570000000;44307;3.08296
6570000000-6571000000;44035;3.41073
6571000000-6572000000;44300;3.41652
6572000000-6573000000;44352;3.24
6573000000-6574000000;44465;3.08494
6574000000-6575000000;44265;3.07628
6575000000-6576000000;44268;3.11087
6576000000-6577000000;44098;3.21331
6577000000-6578000000;44405;3.0705
6578000000-6579000000;44236;3.17241
6579000000-6580000000;44187;3.05283
6580000000-6581000000;44269;2.97899
6581000000-6582000000;44165;2.924
6582000000-6583000000;44219;3.01593
6583000000-6584000000;44363;2.9482
6584000000-6585000000;44187;3.00383
6585000000-6586000000;44185;2.87171
6586000000-6587000000;44257;2.88533
6587000000-6588000000;44194;3.09394
6588000000-6589000000;44195;3.13805
6589000000-6590000000;44351;3.05753
6590000000-6591000000;44147;3.08081
6591000000-6592000000;44296;3.8086
6592000000-6593000000;44130;3.43526
6593000000-6594000000;44238;3.01959
6594000000-6595000000;44354;3.05522
6595000000-6596000000;44181;3.18895
6596000000-6597000000;44474;3.03142
6597000000-6598000000;44349;3.15197
6598000000-6599000000;44425;3.15733
6599000000-6600000000;44402;3.17359
6600000000-6601000000;44342;3.18164
6601000000-6602000000;44208;3.15647
6602000000-6603000000;44226;3.23649
6603000000-6604000000;44010;3.27129
6604000000-6605000000;44146;3.2199
6605000000-6606000000;44261;3.46797
6606000000-6607000000;44163;3.20175
6607000000-6608000000;44060;3.13052
6608000000-6609000000;44258;2.86442
6609000000-6610000000;44278;2.94533
6610000000-6611000000;44234;2.95172
6611000000-6612000000;44213;3.34432
6612000000-6613000000;44327;3.10414
6613000000-6614000000;44250;3.09791
6614000000-6615000000;44137;2.55122
6615000000-6616000000;44169;2.54685
6616000000-6617000000;44221;2.71467
6617000000-6618000000;44112;2.9979
6618000000-6619000000;44191;2.90519
6619000000-6620000000;44423;2.77731
6620000000-6621000000;44214;3.0094
6621000000-6622000000;44258;2.90032
6622000000-6623000000;44230;2.92548
6623000000-6624000000;44389;2.90829
6624000000-6625000000;44142;2.84642
6625000000-6626000000;44131;2.81515
6626000000-6627000000;44251;2.54324
6627000000-6628000000;44280;2.47459
6628000000-6629000000;44243;2.85686
6629000000-6630000000;44178;3.23543
6630000000-6631000000;44349;3.09413
6631000000-6632000000;44106;3.11429
6632000000-6633000000;44387;3.01583
6633000000-6634000000;44031;3.50369
6634000000-6635000000;44130;2.93596
6635000000-6636000000;44301;3.07112
6636000000-6637000000;44235;2.78144
6637000000-6638000000;44269;2.57079
6638000000-6639000000;44212;2.53379
6639000000-6640000000;44284;2.92527
6640000000-6641000000;44176;2.87069
6641000000-6642000000;44246;2.87751
6642000000-6643000000;44264;2.95464
6643000000-6644000000;44035;3.13976
6644000000-6645000000;44209;2.86897
6645000000-6646000000;44183;3.06634
6646000000-6647000000;44296;3.1203
6647000000-6648000000;43972;3.16682
6648000000-6649000000;44202;2.82956
6649000000-6650000000;44337;3.08003
6650000000-6651000000;44334;4.46759
6651000000-6652000000;44229;5.16044
6652000000-6653000000;44103;3.8723
6653000000-6654000000;44344;4.05355
6654000000-6655000000;44199;3.29499
6655000000-6656000000;44217;3.08838
6656000000-6657000000;44118;2.95357
6657000000-6658000000;44336;2.92482
6658000000-6659000000;44301;2.96115
6659000000-6660000000;44017;3.12735
6660000000-6661000000;43990;3.1264
6661000000-6662000000;44018;2.69316
6662000000-6663000000;44180;2.69917
6663000000-6664000000;44192;2.90862
6664000000-6665000000;43955;2.79487
6665000000-6666000000;44185;2.85464
6666000000-6667000000;44206;2.99425
6667000000-6668000000;44494;3.2501
6668000000-6669000000;44367;3.45125
6669000000-6670000000;44204;2.94831
6670000000-6671000000;44295;3.18029
6671000000-6672000000;44224;3.29291
6672000000-6673000000;44150;3.27446
6673000000-6674000000;44280;3.13501
6674000000-6675000000;44095;3.31667
6675000000-6676000000;44204;3.54004
6676000000-6677000000;44318;3.02905
6677000000-6678000000;44345;2.93292
6678000000-6679000000;44071;2.87829
6679000000-6680000000;44278;2.91206
6680000000-6681000000;44355;3.12095
6681000000-6682000000;44216;3.31307
6682000000-6683000000;44350;2.73803
6683000000-6684000000;44219;2.68192
6684000000-6685000000;44357;2.86227
6685000000-6686000000;44154;2.86521
6686000000-6687000000;44115;2.85899
6687000000-6688000000;44147;2.88305
6688000000-6689000000;44254;2.86303
6689000000-6690000000;44137;2.84972
6690000000-6691000000;44166;2.86858
6691000000-6692000000;44434;2.93038
6692000000-6693000000;44189;2.847
6693000000-6694000000;44213;2.96288
6694000000-6695000000;44107;2.88141
6695000000-6696000000;44177;2.81825
